INDEX,TARGET_FLAG,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
3308, ,0,42,3,11,124374.6641,No,339137.8632,Yes,M,Mestrado, ,47.36399,Comercial,29920,1,Renda Variavel,no,3199,2,No,4,8,Urbano
3313, ,0,50,0,13,34101.45886,No,0,No,F,Ensino Fundamental,Trabalho Manual,14.86739798,Pessoal,12580,4,CDB,no,0,0,No,0,4,Urbano
3314, ,0,53,0,14,18635.3907,No,119212.2143,Yes,M,Ensino Fundamental,Trabalho Manual,14.16774647,Pessoal,14970,6,Tesouro Direto,yes,1358,3,No,5,1,Urbano
3317, ,0,43,0,12,2346.163923,No,99553.56377,Yes,F,Ensino Superior,Estudante,25.19229056,Comercial,24500,10,Poupanca,no,0,0,No,0,7,Urbano
3348, ,2,42,2,11,130453.7369,No,321981.8331,Yes,F,Mestrado,Gerente,27.41500001,Pessoal,28370,7,Criptomoeda,no,0,0,No,0,15,Urbano
3350, ,0,50,0,12,109638.7349,No,317459.5695,Yes,F,Mestrado,Advogado,44.14178607,Pessoal,17460,4,Renda Fixa,no,5516,3,No,6,20,Urbano
3359, ,0,51,0,16,29137.68856,No,0,No,F,Mestrado,Advogado,16.45838028,Pessoal,6390,1,CDB,no,0,0,No,0,17,Rural
3367, ,0,53,0,14,28534.59965,No,145197.5063,Yes,M,Ensino Fundamental,Trabalho Manual,90.43962213,Comercial,9650,9,Criptomoeda,no,0,0,No,0,5,Rural
3376, ,0,56,0,13,59152.18551,No,236150.3897,No,M,PhD,Medico,49.00890372,Pessoal,16150,1,Tesouro Direto,no,0,0,No,0,1,Urbano
3378, ,0,40,1,9,42745.45556,No,168433.0491,Yes,M,Ensino Fundamental,Trabalho Manual,24.9089662,Pessoal,19670,16,Poupanca,yes,34492,3,Yes,3,6,Urbano
3384, ,1,44,3,15,31727.61668,Yes,0,No,F,Ensino Medio,Trabalho Administrativo,27.68691874,Pessoal,9070,6,CDB,no,5897,3,No,5,1,Urbano
3386, ,0,32,1,6,100056.7723,Yes,215744.2844,No,M,Ensino Medio,Trabalho Manual,44.64346459,Comercial,11250,6,Criptomoeda,no,0,0,No,2,1,Rural
3387, ,0,46,0,9,116602.3254,No,295079.5062,No,M,PhD,Medico,42.08286868,Pessoal,6100,7,Criptomoeda,yes,0,0,No,0,13,Urbano
3388, ,0,63,0,13,18212.73139,No,158150.3287,No,F,Ensino Medio,Trabalho Administrativo,49.26200069,Pessoal,18540,1,Renda Fixa,no,5139,2,No,0,1,Rural
3390, ,0,43,0,8,25712.72694,No,0,Yes,F,Ensino Fundamental,Estudante,31.13807125,Pessoal,12470,1,Renda Fixa,no,0,0,No,0,1,Rural
3391, ,0,33,0,10,101191.2927,No, ,No,F,Ensino Superior,Trabalho Manual,32.92069618,Comercial,11620,4,CDB,no,0,0,No,1,4,Urbano
3396, ,1,38,1,12,90596.43372,Yes,0,No,M,Ensino Superior,Gerente,18.66311166,Pessoal,10560,1,Criptomoeda,no,0,0,No,0, ,Urbano
3398, ,0,55,0,13,70092.98177,No,210622.9796,Yes,F,Ensino Superior,Trabalho Manual,59.84326018,Pessoal,8510,1,CDB,no,0,0,No,1,3,Rural
3404, ,0,55,0,14,98980.36936,No,335018.0076,Yes,M,PhD,Medico,35.79779492,Pessoal,22460,3,Tesouro Direto,yes,0,0,No,0,18,Urbano
3406, ,0,39,3,14,85126.93451,No,264482.2515,Yes,M,Ensino Superior,Profissional,45.01762789,Comercial,23610,1,Renda Variavel,no,0,0,No,0,1,Rural
3407, ,0,35,0,10,32655.4359,No,148303.0833,No,M,Ensino Fundamental,Trabalho Administrativo,42.52795562,Pessoal,8270,3,Criptomoeda,yes,0,0,No,0,1,Rural
3414, ,0,60,0,15,52145.85069,No,207381.8707,No,M,PhD,Medico,24.384096,Pessoal,12710,11,Tesouro Direto,no,0,0,No,0,19,Urbano
3419, ,0,47,0,11, ,No,175749.995,Yes,F,Mestrado,Profissional,50.24793505,Pessoal,12560,6,CDB,no,0,0,No,0,25,Urbano
3423, ,0,36,0,5,16033.89181,No,0,No,F,Ensino Fundamental,Trabalho Manual,42.0332897,Pessoal,7940,1,CDB,no,9459,1,No,1,1,Urbano
3427, ,0,35,2,12,26371.97852,No,180846.0208,Yes,M,Ensino Medio,Trabalho Administrativo,54.1866676,Pessoal,6870,1,Criptomoeda,yes,0,0,No,0,1,Rural
3432, ,0,54,0,11,63441.97827,No,167920.9643,No,M,PhD,Medico,32.97534385,Pessoal,23220,10,Tesouro Direto,yes,0,0,No,0,16,Urbano
3434, ,0,42,0,11,59142.15863,No,180336.1061,Yes,M,Mestrado,Gerente,43.15014913,Pessoal,12900,6,Tesouro Direto,no,0,0,No,0, ,Urbano
3438, ,0,38,0,10,142002.162,No,345671.1724,Yes,M,Ensino Superior,Gerente,32.52222637,Pessoal,19500,4,Tesouro Direto,yes,0,0,No,4,12,Urbano
3442, ,0,39,0,10,54817.9236,No,244266.2271,Yes,M,Ensino Superior,Gerente,47.90774136,Pessoal,10880,4,Criptomoeda,yes,0,0,Yes,0,11,Urbano
3443, ,0,46,0,12,44763.41237,No,0,No,F,Ensino Medio,Trabalho Manual,38.78818905,Comercial,19070,4,Tesouro Direto,no,0,0,No,0,1,Rural
3448, ,0,56,0,12,42266.72516,No,164890.5647,Yes,F,Ensino Superior,Gerente,7.225716228,Pessoal,20170,1,CDB,no,0,0,No,1, ,Urbano
3456, ,0,48,0,0,0,No,0,No,M,Ensino Fundamental,Estudante,40.77903197,Pessoal,7970,1,Criptomoeda,yes,0,0,No,0,1,Rural
3464, ,0,48,0,12,40742.71133,No,169213.0724,Yes,F,Ensino Medio,Trabalho Administrativo,13.51936909,Pessoal,20040,10,Tesouro Direto,no,0,0,Yes,0,1,Urbano
3470, ,0,39,3,16,22626.293,No,60717.61357,Yes,F,Ensino Fundamental,Trabalho Manual,46.42859842,Pessoal,1500,1,Renda Fixa,no,5764,1,No,3,7,Urbano
3475, ,0,39,3,14,51523.9049,Yes,0,No,F,Ensino Fundamental,Trabalho Manual,41.31476957,Pessoal,20840,3,CDB,no,0,0,No,1,1,Urbano
3477, ,0,45,2,13,136408.1896,Yes,0,No,F,PhD, ,26.28006303,Comercial,22370,8,Criptomoeda,no,1463,2,No,0,17,Urbano
3490, ,0,52,0,14,37239.20308,No,191936.5184,Yes,F,Mestrado,Gerente,22.04767584,Pessoal,11900,3,CDB,no,0,0,No,0,12,Urbano
3493, ,0,44,0,13,32713.21434,No,166613.6322,Yes,F,Ensino Medio,Trabalho Administrativo,83.93966884,Comercial,32130,9,Criptomoeda,no,0,0,No,1,6,Urbano
3502, ,0,35,3,0, ,Yes,0,No,M,Ensino Fundamental,Estudante,15.429594,Pessoal,5000,1,Tesouro Direto,yes,3969,2,No,1, ,Urbano
3508, ,0,35,0,10,44839.29656,No,195156.0726,Yes,M,Ensino Medio,Trabalho Administrativo,5,Comercial,27030,6,CDB,no,5068,1,No,2,1,Rural
3516, ,0,45,1,14,77563.31954,No,195374.8944,Yes,F,Ensino Medio,Trabalho Manual,21.1668275,Pessoal,23750,15,CDB,no,0,0,No,0,4,Urbano
3517, ,0,56,2,15,44022.25804,No,0,Yes,F,Ensino Superior,Estudante,41.45057925,Pessoal,14670,4,Renda Fixa,no,8818,2,No,0,13,Urbano
3525, ,0,37,0,13,82444.03248,No,226817.7758,No,M,Mestrado, ,5,Comercial,9740,1,Criptomoeda,yes,0,0,No,1,15,Urbano
3532, ,0,59,0,0,0,No,145884.0213,No,F,Ensino Medio,Estudante,12.50536356,Comercial,7400,1,Renda Fixa,no,5259,1,No,1,8,Urbano
3535, ,1,45,2,0,0,No,82151.4692,Yes,F,Ensino Superior,Do Lar,29.44432641,Pessoal,4750,6,CDB,no,0,0,No,0,10,Urbano
3536, ,2,41,3,14,13392.98983,No,125873.1948,Yes,F,Ensino Fundamental,Trabalho Administrativo,30.62098028,Pessoal,5600,3,CDB,no,1479,2,No,5,7,Urbano
3540, ,0,63,0,15,47275.52645,No,203372.4903,Yes,M,Mestrado,Advogado,30.28093181,Pessoal,30480,3,CDB,no,0,0,No,1,5,Urbano
3547, ,0,29,1,12,142531.3418,Yes,0,No,M,Mestrado,Profissional,38.70018215,Pessoal,20040,7,Poupanca,no,5077,2,No,2,12,Urbano
3550, ,0,25,3,15,71891.96241,No,211305.6457,Yes,F,Ensino Medio,Trabalho Manual,21.0246736,Comercial,27470,6,Criptomoeda,no,3340,2,No,6,9,Urbano
3557, ,0,27,3,9,45803.29495,Yes, ,No,M,Ensino Medio,Trabalho Manual,19.63147381,Comercial,11920,4,Criptomoeda,yes,2043,1,No,1,1,Urbano
3562, ,0,46,0,0,0,No,0,No,M,Ensino Medio,Estudante,22.92997753,Comercial,17380,4,Poupanca,yes,0,0,No,3,1,Rural
3563, ,0,56,0,15,122771.5065,No,362667.2643,Yes,F,PhD,Medico,54.34919058,Pessoal,13800,6,Renda Fixa,no,0,0,No,0, ,Urbano
3564, ,0,32,2,11,111655.4761,Yes,0,No,F,Mestrado, ,40.68225311,Pessoal,18430,4,CDB,no,0,0,No,1,25,Urbano
3570, ,0,42,0,12,34809.54487,No,0,No,M,Ensino Medio,Trabalho Manual,19.86726462,Comercial,9180,1,Criptomoeda,yes,0,0,No,1,11,Rural
3573, ,0,32,1,0,0,No,0,Yes,M,Ensino Fundamental,Estudante,47.88457284,Pessoal,12500,7,Tesouro Direto,no,3983,1,No,3,1,Urbano
3577, ,0,45,2,13,46457.78076,No,240926.3332,Yes,F,Ensino Medio,Trabalho Manual,41.48580908,Comercial,14250,10,CDB,no,0,0,Yes,0,1,Urbano
3579, ,0,47,0,8,36301.59945,No,0,No,F,Ensino Medio,Trabalho Administrativo,50.15091138,Pessoal,11170,10,CDB,no,2549,4,No,3, ,Urbano
3581, ,0,53,0,15, ,No,99601.8843,Yes,M,Ensino Medio,Estudante,45.14804285,Comercial,1500,1,Tesouro Direto,yes,0,0,No,0,9,Rural
3587, ,0,51,0,13,94587.10349,No,258739.0638,No,F,Ensino Superior,Do Lar,17.59572889,Pessoal,10370,7,CDB,no,0,0,Yes,2,7,Urbano
3602, ,0,34,2,13,17752.84995,No,113850.2386,Yes,F,Ensino Fundamental,Trabalho Administrativo,37.41586366,Pessoal,14760,1,CDB,no,0,0,No,2,1,Urbano
3609, ,0,50,0,13,42870.46061,No,186519.2732,Yes,M,Ensino Medio,Gerente,27.5468353,Comercial,11190,6,Criptomoeda,no,7812,2,No,6,12,Urbano
3612, ,0,54,0, ,18916.61491,No,118361.2647,Yes,M,Ensino Superior,Profissional,6.291599134,Comercial,9730,6,Criptomoeda,yes,0,0,No,0,11,Urbano
3621, ,0,44,2,14,20675.53209,No,148331.7528,Yes,F,Ensino Medio,Profissional,51.21828307,Pessoal,3570,1,CDB,no,0,0,No,0,9,Urbano
3642, ,0,52,0,10,112953.3962,No,0,No,M,Mestrado, ,33.35593394,Comercial,23640,11,Renda Variavel,yes,0,0,No,0,12,Urbano
3647, ,1,41,3,11,50839.58518,Yes,204325.5801,No,F,Ensino Medio,Trabalho Manual,43.78421372,Comercial,10680,4,CDB,no,0,0,No,1,1,Urbano
3649, ,1,60,2,12,44830.32117,Yes,187428.8985,No,M,Ensino Medio,Profissional,34.91009387,Pessoal,20040,4,Tesouro Direto,yes,6456,3,No,1,8,Urbano
3654, ,0,45,3,15,12158.10997,Yes,0,No,F,Ensino Fundamental,Trabalho Administrativo,21.73390325,Pessoal,22410,3,Tesouro Direto,no,3636,1,No,5,1,Urbano
3660, ,0,39,0,11,33037.10646,No,118221.0173,Yes,M,Ensino Medio,Trabalho Administrativo,37.77048404,Pessoal,9950,6,Criptomoeda,no,5829,3,Yes,1,1,Urbano
3665, ,0,47,0,14,19483.13097,No,81684.96442,Yes,M,Ensino Medio,Trabalho Administrativo,54.04175007,Pessoal,9150,4,Criptomoeda,no,20115,1,Yes,6,3,Urbano
3669, ,0,43,0,9,121075.082,No,0,No,F,Mestrado,Advogado,15.84970385,Pessoal,5800,1,CDB,no,2069,3,No,2,17,Urbano
3673, ,0,55,0,14,131276.8196,No,0,No,F,PhD,Gerente,29.5436424,Comercial,40580,10,Poupanca,no,6680,2,No,3,16,Urbano
3675, ,0,49,0,5,9315.729596,No,138562.6607,No,M,PhD,Gerente,9.699845026,Comercial,23570,6,Renda Variavel,no,1208,1,Yes,2,9,Urbano
3678, ,1,38,3,0,0,No,0,Yes,F,Ensino Fundamental,Estudante,31.90562138,Pessoal,5340,14,CDB,no,5290,1,No,0,4,Rural
3680, ,0,35,0,13,24695.97069,No,0,Yes,F,Ensino Superior,Estudante,31.16231331,Comercial,7470,6,CDB,no,4350,1,No,2,8,Urbano
3686, ,0,49,0,0,0,No,0,Yes,M,Ensino Fundamental,Estudante,23.20507605,Comercial,11610,10,Criptomoeda,no,3996,1,No,5,1,Urbano
3693, ,0,43,0,6,132108.4648,No,0,No,M,PhD, ,10.70975202,Comercial,19010,11,Poupanca,yes,11909,1,No,4,17,Urbano
3710, ,0,50,0,14, ,No,97670.38756,No,M,Ensino Superior,Trabalho Manual,49.89273914,Comercial,10210,1,Criptomoeda,yes,0,0,No,5,9,Urbano
3713, ,0,56,0, ,18261.36362,No,98658.89395,Yes,F,Ensino Fundamental,Trabalho Manual,31.60078109,Pessoal,7100,1,CDB,no,0,0,No,0,1,Rural
3718, ,0,27,3,12,78417.94034,Yes,224245.1109,No,F,Ensino Medio,Profissional,5,Pessoal,21860,1,CDB,no,4740,3,No,0,8,Urbano
3725, ,2,43,3,12,52906.08476,No,0,Yes,F,Ensino Medio,Estudante,40.47996498,Pessoal,11090,1,CDB,no,0,0,No,0,1,Rural
3726, ,0,47,0,13,16980.16471,No,138507.2331,Yes,F,Ensino Fundamental,Trabalho Administrativo,27.48279074,Pessoal,10440,1,CDB,no,0,0,No,3, ,Urbano
3747, ,0,53,0,13,110911.4597,No,335699.2197,Yes,M,Ensino Superior,Profissional,49.00619845,Comercial,25840,17,Renda Variavel,yes,10474,2,No,1,7,Urbano
3753, ,0,40,3,10,48653.88928,No,157515.244,Yes,F,Ensino Fundamental,Trabalho Manual,20.96264786,Pessoal,17200,4,CDB,no,0,0,No,0,6,Rural
3754, ,0,47,0,12,55019.393,No,206800.6318,Yes,F,Ensino Superior,Profissional,51.40605833,Pessoal,11700,4,CDB,no,2257,2,No,3,9,Urbano
3760, ,0,34,0,9,15363.45933,No,0,No,M,Ensino Fundamental,Trabalho Manual,27.08276651,Comercial,18660,1,Poupanca,yes,0,0,Yes,3,1,Urbano
3763, ,0,50,0, ,114922.7271,No,298946.4266,Yes,F,PhD,Medico,29.82868572,Pessoal,17990,10,Tesouro Direto,no,0,0,No,7,26,Urbano
3765, ,1,41,2,8,96329.72608,Yes,250550.7758,No,M,Mestrado,Advogado,23.12111145,Pessoal,22060,1,Tesouro Direto,no,4165,1,No,4,18,Urbano
3769, ,0,44,0,12,33473.76091,No,78982.2528,Yes,M,Ensino Medio,Trabalho Administrativo,22.99891965,Pessoal,9940,10,Criptomoeda,no,4266,1,No,1,1,Urbano
3771, ,0,35,0,9,46255.34476,No,0,No,M,Ensino Medio,Gerente,36.91302088,Comercial,21180,4,Poupanca,no,8194,2,No,2,1,Urbano
3784, ,0,50,0,10,45619.97683,No,170795.9033,Yes,F,Ensino Superior,Gerente,19.97245305,Pessoal,15020,10,Renda Fixa,no,0,0,No,3,5,Urbano
3787, ,0,44,3,11,84006.83113,No, ,Yes,M,Ensino Superior,Profissional,24.29476145,Pessoal,15980,6,Tesouro Direto,yes,6935,2,No,8,8,Urbano
3794, ,0,29,3,10,53643.45607,Yes,0,No,F,Ensino Medio,Trabalho Administrativo,53.51077756,Pessoal,9760,1,CDB,no,0,0,Yes,1,11,Rural
3796, ,0,48,0,15,35564.63314,No,186228.9369,Yes,M,Ensino Medio,Trabalho Manual,58.59225147,Comercial,19510,3,Poupanca,no,0,0,No,1, ,Rural
3798, ,0,44,0,12,62741.31441,No,173680.1557,Yes,M,Mestrado,Advogado,29.59670677,Pessoal,12170,6,Tesouro Direto,no,0,0,No,0,9,Urbano
3809, ,0,41,0,7,20765.8886,No,119899.1,Yes,M,Ensino Fundamental,Trabalho Manual,42.86704311,Pessoal,14430,1,Tesouro Direto,no,0,0,No,0,1,Urbano
3812, ,1,41,1,13,94115.6435,Yes,263818.6195,No,M,Mestrado,Profissional,17.79772802,Comercial,24650,15,Renda Variavel,no,0,0,No,3,14,Urbano
3819, ,0,45,3,14,61952.23163,Yes,252390.7484,No,F,Ensino Fundamental,Trabalho Administrativo,20.31897614,Pessoal,31010,6,Poupanca,no,0,0,No,1, ,Urbano
3828, ,0,50,0,0,0,No,61313.73142,Yes,F,Ensino Superior,Do Lar,34.54133303,Pessoal,18050,10,CDB,no,3485,1,No,0,12,Urbano
3831, ,0,39,0,9,16929.09558,No,147218.9804,Yes,F,Ensino Fundamental,Trabalho Manual,24.29071053,Pessoal,7090,4,Renda Fixa,no,0,0,No,0,1,Urbano
3833, ,0,48,0,12,64916.01691,No,282966.7009,Yes,M,Ensino Superior,Trabalho Manual,33.67766868,Comercial,12790,10,Tesouro Direto,yes,0,0,No,0,11,Urbano
3837, ,0,28,3,0,0,No,0,Yes,F,Ensino Fundamental,Estudante,28.56700237,Pessoal,1500,4,CDB,no,3202,2,No,8,5,Urbano
3839, ,2,41,2,9,93149.72111,Yes,274760.4975,No,M,Ensino Medio,Gerente,48.91979238,Comercial,10810,4,Criptomoeda,no,6985,1,No,2,1,Urbano
3843, ,0,40,2,10,50700.3912,Yes,0,No,F,Ensino Medio,Trabalho Manual,15.34459115,Comercial,10570,17,CDB,no,0,0,No,0,6,Urbano
3846, ,0,53,0,0,0,No, ,No,M,Ensino Fundamental,Estudante,53.05328817,Comercial,18290,10,Poupanca,yes,0,0,No,0,1,Rural
3854, ,0,43,2,14,19916.07068,No,129143.6619,Yes,M,Ensino Medio,Trabalho Administrativo,42.5796113,Pessoal,8340,1,Criptomoeda,yes,0,0,No,0,6,Rural
3861, ,0,48,0,13,96479.1302,No,287237.2672,No,F,Mestrado,Gerente,27.29167041,Pessoal,15950,9,CDB,no,0,0,No,0,21,Urbano
3864, ,0,51,0,12,50991.31924,No,173234.3404,Yes,M,Ensino Medio,Trabalho Manual,40.64147161,Comercial,11700,1,Criptomoeda,yes,0,0,No,0,7,Urbano
3868, ,0,54,0,12,157057.4697,No,0,No,F,Mestrado,Gerente,21.04231995,Pessoal,23440,1,Tesouro Direto,no,0,0,No,0,13,Urbano
3869, ,2,43,2,11,98428.87786,No,260695.6817,Yes,F,Ensino Medio,Trabalho Manual,35.2718618,Comercial,5800,1,CDB,no,0,0,No,0,7,Rural
3870, ,0,35,2,14,76487.56048,No,233302.7632,Yes,F,Ensino Medio,Trabalho Administrativo,42.50316059,Pessoal,12650,4,Tesouro Direto,no,0,0,No,2,9,Urbano
3883, ,0,48,0,6,29523.00498,No,158701.6532,Yes,M,Ensino Medio,Trabalho Administrativo,35.47699368,Pessoal,9830,1,Tesouro Direto,no,0,0,No,1,1,Urbano
3886, ,0,51,0,0,0,No,85559.27684,Yes,F,Ensino Medio,Do Lar,47.29232285,Pessoal,6600,4,CDB,no,0,0,No,0,7,Rural
3889, ,0,49,0,14,116587.0309,No,319596.1054,Yes,F,Ensino Superior,Trabalho Manual,44.82321212,Comercial,30520,1,Criptomoeda,no,8514,1,No,6,12,Urbano
3894, ,0,37,3,13,39923.15114,No,133822.3658,Yes,M,Ensino Fundamental,Trabalho Manual,5,Comercial,16530,6,Poupanca,yes,10546,3,No,2,1,Urbano
3907, ,0,47,0,14,2825.322749,No,91520.01782,Yes,F,Ensino Superior,Do Lar,64.70949802,Pessoal,6500,1,CDB,no,0,0,No,2,16,Rural
3910, ,0,46,0,13, ,No,250444.3634,Yes,F,Mestrado,Gerente,35.60971634,Pessoal,18930,4,CDB,no,0,0,No,1,1,Urbano
3913, ,0,48,0,13,41442.87895,No,180495.1347,Yes,F,Ensino Superior,Trabalho Administrativo,40.12745308,Pessoal,3200,3,CDB,no,0,0,No,0,10,Rural
3914, ,0,61,2,16,119012.9924,Yes,0,No,F,Mestrado,Advogado,49.92056898,Pessoal,31240,14,Renda Fixa,no,7204,2,No,1,18,Urbano
3921, ,0,46,0,0,0,No,0,Yes,M,Ensino Fundamental,Estudante,5,Pessoal,6000,1,Criptomoeda,no,0,0,No,1,1,Urbano
3923, ,0,58,0,14,20473.19347,No,0,No,F,Ensino Superior,Do Lar,52.02432486,Pessoal,17850,1,Tesouro Direto,no,0,0,No,0,8,Rural
3929, ,0,41,1,12,46874.01671,Yes,0,No,F,Ensino Superior,Profissional,51.16327169,Comercial,23560,1,Criptomoeda,no,0,0,No,0,1,Urbano
3931, ,0,46,0,12,6576.023625,No,144646.152,Yes,F,Ensino Medio,Do Lar,48.29833486,Pessoal,24930,1,Criptomoeda,no,23060,1,Yes,6,1,Urbano
3932, ,0,37,0,5,27125.67889,No,0,No,F,Ensino Medio,Trabalho Administrativo,71.25100516,Pessoal,4620,7,Renda Fixa,no,5481,2,No,7,8,Rural
3937, ,0,34,0,0,0,No,121949.2199,No,F,Ensino Superior,Do Lar,65.85870487,Pessoal,6010,6,CDB,no,6682,3,No,2,9,Urbano
3943, ,0,40,3,18,19326.00155,No,123478.8857,Yes,M,Ensino Fundamental,Trabalho Administrativo,32.40344951,Pessoal,1500,4,Tesouro Direto,yes,0,0,No,2,6,Urbano
3956, ,0,24,3, ,10471.43876,Yes, ,No,M,Mestrado, ,25.40983283,Pessoal,13070,3,Tesouro Direto,yes,0,0,Yes,3,14,Urbano
3957, ,0,33,0,10,34682.1098,No,183265.3127,No,F,Ensino Medio,Trabalho Manual,22.2183186,Pessoal,6380,3,Renda Fixa,no,1564,2,No,0,10,Urbano
3961, ,0,38,0,10,59577.91632,No,0,No,M,Ensino Superior,Trabalho Manual,50.69757908,Comercial,11260,4,Criptomoeda,yes,5436,3,No,0,10,Urbano
3971, ,0,52,0,13,81936.69798,No, ,No,F,Mestrado,Advogado,27.20221222,Pessoal,13000,4,Renda Fixa,no,0,0,No,0,12,Urbano
4004, ,0,45,0,13,103134.0126,No, ,No,F,Mestrado,Advogado,38.15813243,Pessoal,11810,1,CDB,no,0,0,No,1,21,Urbano
4005, ,0,56,0,11,134164.1063,No,352609.0644,Yes,M,Ensino Superior,Profissional,44.859512,Pessoal,37200,1,Tesouro Direto,yes,0,0,No,1,10,Urbano
4006, ,0,39,0,14,93076.98863,No,244763.7599,Yes,M,Ensino Superior,Profissional,28.63750375,Comercial,24480,14,Renda Variavel,yes,0,0,No,1,1,Rural
4011, ,0,45,0,10,25920.47356,No, ,Yes,M,Ensino Medio,Trabalho Administrativo,40.51441515,Pessoal,13990,7,Tesouro Direto,no,0,0,No,1,5,Urbano
4013, ,0,49,0,11,124114.3126,No,0,No,F,Mestrado,Gerente,41.78165163,Pessoal,21930,10,CDB,no,0,0,No,3,19,Urbano
4014, ,0,44,0,13,62092.7433,No,202670.9798,Yes,F,Ensino Medio,Gerente,9.069029472,Pessoal,8620,9,CDB,no,0,0,No,2,1,Urbano
4016, ,2,39,2, ,21891.25119,No,167751.6759,Yes,M,Ensino Fundamental,Trabalho Manual,34.23010402,Comercial,15110,1,Tesouro Direto,no,0,0,No,0,5,Urbano
4017, ,0,38,0,13,28231.41188,No,182331.9692,Yes,F,Ensino Superior,Do Lar,36.09464259,Pessoal,8120,1,CDB,no,0,0,No,0,1,Rural
4020, ,1,60,1,14,54457.53841,No,229652.1939,Yes,M,Ensino Medio,Trabalho Manual,32.72952065,Comercial,10980,10,Criptomoeda,no,0,0,No,1,1,Rural
4022, ,0,36,0,11,100788.3191,No,300112.9471,Yes,F,Mestrado, ,18.47044343,Comercial,36970,9,Renda Variavel,no,0,0,No,6,18,Urbano
4026, ,0,55,0,10, ,No,0,No,F,PhD,Do Lar,61.06196663,Pessoal,17720,1,Tesouro Direto,no,0,0,No,0,15,Urbano
4032, ,0,48,0,13,75931.04235,No, ,Yes,M,Mestrado,Profissional,26.21182762,Comercial,28210,4,Renda Variavel,yes,0,0,No,0,10,Urbano
4043, ,0,51,0,12,221816.8571,No,551914.5534,Yes,F,PhD,Medico,22.54948041,Pessoal,43510,1,CDB,no,6302,2,No,2,16,Urbano
4045, ,1,36,2,14,112555.262,No,323998.6404,Yes,M,Ensino Superior,Trabalho Manual,22.09097656,Comercial,4560,7,Criptomoeda,yes,0,0,No,1,14,Urbano
4048, ,0,49,0,12,30469.26373,No,113355.9492,No,M,PhD,Medico,49.46429718,Pessoal,17070,4,Tesouro Direto,no,0,0,No,0,15,Urbano
4051, ,0,57,1,14,18774.63587,No,182712.4048,Yes,F,Mestrado,Do Lar,68.01864748,Pessoal,9080,1,Renda Fixa,no,10842,2,No,4,14,Rural
4052, ,0,63,1,12,32901.01456,Yes,0,No,F,Mestrado,Gerente,48.42751034,Pessoal,20490,7,Renda Fixa,no,0,0,No,0,13,Urbano
4056, ,0,40,0,6,38415.67323,No,127951.8644,Yes,F,Ensino Medio,Do Lar,42.35146515,Pessoal,5500,1,Renda Fixa,no,0,0,No,0,1,Rural
4059, ,0,44,0,11,134671.9972,No,336381.2326,No,F,Mestrado,Advogado,28.2605079,Pessoal,30660,9,Tesouro Direto,no,0,0,No,0,20,Urbano
4069, ,2,42,2,14,28523.5852,No, ,Yes,F,Ensino Medio,Do Lar,12.97684713,Pessoal,9480,4,CDB,no,0,0,No,0,8,Rural
4074, ,0,48,0,12,13022.7003,No,154121.6091,Yes,F,Ensino Fundamental,Trabalho Administrativo,36.88037153,Pessoal,9550,1,Renda Fixa,no,7000,1,No,1,8,Urbano
4076, ,0,52,0,12,80142.32232,No,224539.3913,No,M,Ensino Superior,Profissional,35.47221335,Comercial,23750,7,Renda Variavel,no,0,0,No,3, ,Urbano
4077, ,0,36,1,9,72167.40438,Yes,0,No,M,Ensino Superior,Profissional,24.01186302,Comercial,18550,1,Poupanca,yes,725,2,No,4,14,Urbano
4079, ,0,42,0,13,56746.16135,No,176509.1272,No,M,Ensino Medio,Trabalho Manual,25.80679404,Comercial,11370,4,Criptomoeda,no,17393,1,Yes,3,8,Urbano
4081, ,0,46,0,10,21533.60807,No,90467.25915,No,F,Ensino Fundamental,Trabalho Manual,26.61399379,Pessoal,24360,1,CDB,no,32589,1,Yes,3,1,Urbano
4088, ,0,50,0,11,29943.52189,No,160062.0134,Yes,F,Ensino Fundamental,Trabalho Administrativo,32.95794371,Pessoal,15070,13,CDB,no,0,0,No,0, ,Urbano
4105, ,0,43,0,11,75232.23437,No,0,No,M,Ensino Superior,Gerente,43.56676061,Pessoal,15800,10,Tesouro Direto,yes,0,0,No,5,7,Urbano
4125, ,0,49,0,12,113800.8653,No,354047.7183,Yes,M,PhD, ,30.07031399,Comercial,9020,1,Criptomoeda,no,0,0,No,1,13,Urbano
4134, ,0,49,0,13,100085.261,No,0,No,M,Ensino Medio,Trabalho Manual,39.97947104,Comercial,8420,13,Criptomoeda,yes,9239,1,No,3,1,Urbano
4139, ,0,39,0,10,77195.38989,No, ,Yes,F,Ensino Superior,Profissional,25.5209248,Pessoal,26470,6,Tesouro Direto,no,0,0,No,0,8,Rural
4146, ,0,41,0,5,58139.13374,No,195096.8961,Yes,F,Ensino Medio,Trabalho Manual,26.9733713,Comercial,29680,1,CDB,no,0,0,No,3,8,Rural
